AuthorId,ConfirmedPaperIds,DeletedPaperIds
1697795,81326 1881632 1255687 332096 386383 1096326 1275695 657487 1650246 704070 745170 1874065,14647 24444 1081780 1440405 201327 1368528 1457563 283042 288546 309759 385189 988039 1223252 522492 560636 1426003 1432645 657487 745170 822772 2100877 879992 900564
1698042,1362332 967546 1551976 1190169 586779 1565894 650982 1928303 887176 2212872 925236,34945 1754349 773803
699986,247770 279620 337771 2169896 732062,1408359
700520,253143 2066594 1267765 668669 1810959,1352108 564038 599910 1705732 2058163 854582
1715791,1706188,342866
1722053,1897407 1317351,1197738
713619,21723 47549 960285 210895 1244681 251363 2125610 502110 1265266 1880344 1956018 853346 887552,1642630
713732,41667 1697864 182536 636585 851516 908206,29903 34408 49136 120382 128364 134049 2024353 1136227 197917 1177524 1233944 1257073 1270677 1299829 236687 252341 258297 1547512 269693 285505 310467 1854805 316642 1885830 320864 324444 355322 396945 1045253 441284 1126754 1133777 1175715 492023 510838 1423944 1515984 1537201 1537558 664700 1662417 1742902 730232 1864311 801776 2047296 2126533 2199461
1736587,113315 1269588 401019 1841263 2059414,995080 1303972 1891958 2003159 2059414
1739491,299284 605811,1033982 610323 775705
1746837,1033787 1300331 1611531 1751221 1961497 997780 74538 1423354 162378 976241 196719 209703 220433 238279 267761 288592 1700903 299689 1884574 1934387 363362 2207898 963703 976718 1003637 1099006 1199220 1224271 1233230 1265531 598203 598826 1456884 1495806 654017 1637874 1675229 1761982 1764237 1772856 1785829 1849976 1907827 1982667 821357 2062975 2083032 864080 928452,1880556
718391,1418904 65476 1263943 89227 108232 971280 1182770 239147 1441582 1470684 1475309 2026699 2041909 2208515 387037 956693 400694 1221315 1347689 1378801 578410 1425356 1449764 599523 1557208 1790875 741138 796111 861244 2133514 926069,1035599 1000166
1751644,337335 987180 988210 1165211 1526710 1709550 1941163,1709750
725461,1071359 1222862 1777567 331654 391944 969615 1038014 441249 1206775 1434292 1942493 2015715,255386
1763861,1042704 258018 1710470 2246783 1373881,947621 2122982
1764163,2041606 164987 1744969 1872895 323774 331431 2011642 2046087 957504 967648 413408 480412 1261381 1390518 629493 1552789 1628736 731375 1798485 1799647 784081 803523 818332 827630 2220438,106734 968662 204180 266358 423095 446812 1373416 589119 1689973 1714138 1767897
1770040,1605510 514634,917851
729223,56027 76814 77520 121301 128141 1149190 1169919 1891487 975045 1036967 1274595 563243 1394612 615202 1610216 1610607 1689294 1706113 1720203 1730360 713613 1912838 2062320 870302 2156887 892897,83207 1396960 133878 217966 1398038 1429992 1608833 1759060 333386 2098492 1061004 454709 1512255 1615085 1645476 1714759 713112 1819675 1844536 1848891 1988603 2008502 867424
730936,85104 1352687 166067 1945536 341986 973225 596652 1488936 1675890 1791485,1249761 555465 1441225 1503565 795977 1957539 2027502 2055530
1787278,1873489 1108569 224239 1321446 282193 328412 2138704 947840 950581 466148 1149372 523175 537142 1407388 1422609 601137 635317 1549688 1607791 1625305 756148 1891455 1973474 2051468 2191874 2231269 2232392 2254697,2003255
735880,1126694 1469513,15922 1030534 1349726 103910 118861 2000680 160920 1272527 235499 1479626 1889679 1999264 339438 392443 410566 1102329 465077 473343 1170015 1248946 570214 1623502 1660417 1988194 2095353
736614,990605 1775993 1933520 1545181 123339 144803 179196 179328 1082936 211930 1333276 1419949 248014 984760 413441 1070441 441704 1177976 491862 496866 1292172 1333674 1357543 572564 581274 1534121 1542936 642670 1629913 686132 713442 730972 1791507 1796132 742567 755581 776905 812906 2008894 2054308 2080461 902170,111901 585240 747817 2026374
1791117,1353200 9000 1605274 2035829 1189831 234548 244890 1461570 1555429 1759074 2176093 934257 959982 960770 971822 432905 434748 493773 527687 1286178 1355156 579672 1412159 645087 1571054 690944 713415 1741432 746235 859048 2124790 883158 2191755,1437516 1818840 2003865 372066 1399891 841490 893318
1794918,1522159 469737 1206447 1489700 663371 1894509,1157778 454620 462223 1933668 1956053 2049275
1797498,61634 1960145 1061153 1698518 298042 1055591 616915 1819128 1888681 2241994,1250955 1508668 298042 324316 429894 1055591 616915 702789 1888681 2046764 2241994
744229,217610 262598 357291 2121814,368136 698091
1825454,18678 963691 53848 69448 1644475 1857150 2101980 1102454 1293785 1315215 1599441 279011 334218 982832 453646 484607 1217409 1328120 1641512 1776886 777364 2025848,1875042 216708 1292070 296458 1957148 400462 441545 451299 1178418 561422 1369092 1572884 1619928 760625 799349 1952096 2213995
1825527,1346619 1553651 1599716 1861813 2043736 907049,1333822 1610819 136306 1775001 2247731 932460 1107388 558555 565545 1536143 1616065 679244
751219,15233 1509594 1852176 1412688 137245 143769 1220243 1247409 1559885 1875547 346219 1054644 1103703 465645 1200175 1260497 538857 1337531 1417444 590093 623870 651603 2031208 841653 855366 860633 2131019 896864 922578 2258511,1559885 590093
1831870,15596 77004 1048820 322893 2056642 1048167 475923 1228818 1244024 1387624 631728 1651289 2143579,1095461 2079006 33947 67631 1246432 1417767 1596210 1676272 127576 149017 181057 1076091 1455722 1608771 327160 2119290 386450 466632 468247 475838 1173143 1243561 1270963 603544 631938 642900 667676 678308 679749 1678692 741101 1862282 2135784 892303 905068 924326 2251988
1840008,12530 2251807 1972517 1538488 164089 1043869 1110028 293007 991451 1160018 483037 1215385 1256530 1349519 1432761 637972 1569764 659865 1603009 662407 1615837 672252 1636934 705254 1752142 733017 1806946 756548 1889599 1915967 823569 2083666 2087198 865655 874514,13980 82511 1372607 207774 1513176 328252 421080 1049252 1182884 1371947 1885415 1915636 2004843 2045933 2171991
758977,28487 1248082 253435 1677177 814600 904845,363170
759165,2188868 185586 971654 407271 457501 492232 562547 694100 1793927 1952282 2053025,844331
1858064,123741 226119 1695571 1898131 432843 497414 1901812 2037323,2144943
764894,1174995 753816,1051230 1324958 745874
1864220,18710 197981 1375183 1375712 317846 1883216 989514 1169776 565572 1484164 1576750 680873 1930722 2031579 2073191 888729,2013971
1874580,2047428 301291 1855671 317425 348434 2109527 1085424 1100718 502017 1457573 1617655 1655990 750040 784134 2152642,471931 1471389 1511315 739587 773403
1888088,98943 104712 2177412 162201 1531209 1831316 330373 953951 599725 614550 867615,212097 377388
782899,1843138 1128947 236045 1639764 291573 1727440 338049 1058422 1062092 1131719 1139905 1230890 1244330 1272088 1314560 544705 1330047 1448693 1665029 1714511 1831490 1846660 1981977 2041783 2174010 2242652,31876 1097474 1153282 1587016 669891 725940 847410 848955
788657,972046 60148 97179 126258 1946306 1034602 1086948 192781 266418 1751045 1840909 1005996 1015803 1059214 437160 465105 468154 477559 489028 1255759 543021 1316991 1417039 1452849 1536442 670854 1670255 1713277 730982 735221 1841350 775020 2011760 832217 859181 2166007 909700,1633314 1725417 2183947 2210355 384738 1214412 1676101 1829924 763495 2086215 861365 2201485 915644
1919739,1682593 299366 2087512 1211215 1343203 743093 752553 1885752 2087329 2241233,1749712 311469 1534281
792210,199938 1659900,147331 167246 180824 265485 1295289 1530283 847705 871247 2130860 2148978
1926665,1619053 46945 2007388 1021524 1289627 1684257 2102547 375359 2256161 1028379 497512 502658 526867 587734 1635086 1868350 857423 2248611 2257450,221765 1544998 586600 613152 1629797 687507 1731040 1786070 784974 888247 912657
1934306,1226313,1443385 899863
1935768,109017 202708 1369619 1622817,92182 1879052 1174238 213532 1322323 284111 473068 1237188 1375195 1385218 1449531 610887 619413 1684483 723369 1799758 2191270
799795,1368789 68357 157818 226695 1577611 2158904 371914 2008707 2201619 918144,1586430 1170789
800471,1240812 424379 495130 927201,142885 2039011 1065135 840381 2050679
1946736,710352 828435,498669
1952477,3436 1447144 1942182 245860 1460055 499759 1223210 1380546 1381518 1632981 2218182 2232250,1813220 1912341 105547 1778696 158533 1005772 235543 311722 314801 2169770 388456 1335989 1339109 1394228 1395591 1470820 1527856 1723259 1780943 2019080 2056150 891359 2246177 2257964
1956718,1881208 1074703 1189350 1002785 394867 1088231 1166778 1201325 1312466 555386 580174 1599345 694550 1841983 2201590,1189350 1002785 922332
806504,48653 2073406 163610 1104642 2016777 2089255 955073 1154153 1702507 726681 747138 818604 846002 2153501 2189306,1170540 774647
1962066,1227317 10647 33021 948899 1772202 151662 161161 989029 179171 1101501 1191273 1291349 1306343 310849 325750 344026 1081391 472374 476687 525627 557081 1614010 1735880 1766204 831448 2033864 876887 2133916 2155863 888334 2253896,1812764 1035995 75728 1151825 1014740 1763374 309753 1315875 2050179
815853,157220 273942 950497 993511 486323 1241021 608827 1482615 1692622 749568 751943,1110508 39222 1613564 1029700 104267 114827 141665 161839 179676 1196679 228245 317212 2119957 431184 1199684 500190 1282009 1513849 1715715 1731220 1780912 1998107 2032086 2069750 2073953
1986564,1157471 60522 117245 117245 1018713 232919 266730 266730 267999 1744791 2121640 367739 2205879 1166447 504564 1256741 1920122 822076,62407 939586 2009119 975397 1465052 534107 540674 1391087 631256 1716141 731202 1955404 2020106 2127174 910026 2253656
1988208,10903 1255883 63141 160532 226261 1395436 329155 329155 991877 433089 433089 1154266 1472253 1472253 1611954 1664592 1767240 766589 782493 2024041 2040799 2040799 2189653,553110
822373,49739 1119439 1131007 95980 2174469 956718 187507 1181196 1423364 1491755 1558474 1809419 2033986 2113861 394167 412744 440185 1119883 464070 505534 514211 547275 1350299 1389708 1461387 628346 1543277 1692700 1728564 712160 752640 782963 1956527 2014569 2055157 2127583 2144285 2188644 905154 2210808,1605017 2011924 1135590 501925 1713394
2023317,31356 42952 62099 932860 1164920 1198602 1276626 1352462 1641499 966093 1003599 1045798 1375416 1412457 1607403 1868241 2144005 392426 448730 1092214 1098027 517793 1257161 571624 629305 1692827 786494 2112687,240785 2083748
2029528,14186 1424126 1795890 149658 185106 1088510 209696 219042 244681 1513343 264240 1576295 356915 406375 1205224 1206469 550345 568560 1391100 586151 1480981 1842564 793699 826597 830018 843571 845616 2066718 2074395 873369 879580,45812 2137188 952917 320803 1279577 754570 2065900
2034370,1792555,367310 670622
839076,1891387 2113795 1030934 647725 650338 662866 734416 1799440 2037950,2188146 442594 674882
839730,266896 318094,185753 613004
840578,1767661 147969 1106310 247504 278665 1675102 2015199 2088455 394186 426002 436593 463998 1454520 637169 1676832 1738715 1757547 1832200 2104497 2169413 2258466,25740 445291 1415283 1583297 1746002 1835090 1854479 2187552
842002,27767 1165846 1417106 1220459 1140361 1319477 1410212 1512397 1880026 1888845 323281 324990 1998960 1025417 1030979 435559 505683 533245 1451829 1458916 605298 1542018 720653 1908524 827922 2058542,2001890 1232620 1719060 741371 1916187
2054114,1312414 291738 1730475 2182589 429705 1371907 1792999 766641 1920297 2098123 2102847 2168414,35201 1996825 952312 969576 1071778 1131159 1149530 1432471 1497251 1600631 698929 1739060 728225
2056729,1045131 2176842 74482 132930 2193250 192427 289296 1736161 1968906 930500 405711 506411 533294 605681 1563156 1677437 732748 1831337 1962093 2054412 2192301 917603 922923,1445688
2061899,2138072 2223856 969886 304939 451248 1136528 1276428 595643 1699399,1194086 2256933 950175 1360951 1285429 1541603 273129 308460 958739 449521 550124 1336204 1581202 1626768 1634851 679077 1684978 1744513 1955375 1976441 884380 2183670
2062145,687926,2103093
851337,961299 1331723 47119 63722 2245950 2252244 1028843 179695 1101163 1110057 1202502 247498 316784 326641 341074 2031448 2093693 2218454 1103563 465756 534622 595917 1447643 1469956 1517778 1532467 1589987 656524 668216 670696 706657 1720429 1771189 729869 730513 735055 736387 1805579 1834561 789523 1952936 1985743 828800 836839 903669 2225180 2232296,1497117
853883,57429 1235055 1825419 1093019 294175 1828753 311199 2169245 2197363 399814 502889 1227095 505997 1354001 581362 1484643 639590 1568274 657472 658338 1698569 1700207 1745697 782714 2062140 2087492 896537,44424 2183110 1047478 1196344 1462811 1478009 728187
854111,1216051 71543 1212639 119434 146267 205505 1210040 1711555 312129 2134946 2186602 393275 962693 1114788 1143438 1297458 585870 616022 623063 1580875 1617564 1884767 1906034 794852 1931635 823977 864832 2238751,108160 1599068 1668930 383190
2076334,10506 1031754 1036647 43955 148895 1300883 1315431 1546386 281217 1824862 322884 1933769 353153 377438 381771 1174636 1214093 1324378 1325320 1369260 1408154 594084 1487189 615727 1505903 1510604 1639145 704126 721997 1811420 1922604 1954133 808876 885782,633596
2083612,1641425 315922 467380 1664634,2050537
859083,1048707 83180 1541058 993517 223131 236230 1623075 342149 419224 425715 1087934 474646 1252793 516987 1387432 1479197 1513522 721405 787865 907281,2164009 1207019 1377702 99201 1086442 1101465 203061 212356 1407363 2075383 354855 361194 372665 949458 424807 1511970 1868731 1872415 1984120 2049837 891461
2103157,2011590 170709 1001617 1077397 1473891 251382 1165554 1529539 718232,1862447 2063399 858488 2189885 2193158
2104032,1571386,31619 159626 167704 219621 1306913 1665440 961311 1089862 1112703 1285849 1332545 1343410 1484559 1612315 1757712 1801532 1999132 836286 2222841 2254754
2114273,61909 102239 2028412 936909 958959 175279 210182 1446972 264286 272848 1609311 283969 2036709 1020330 1137394 471930 548437 635220 799502 2034427 2088790,1609311 1939501 490117 521551 549649 1572412 2039671 895018
2115265,2220194,28324 2249406 1621692 289842 2224777 1011562 815138 2059996
2115522,56619 1116999 1484716 942360 1607774 1789210 1953160 2126412 970671 605900 618276 1602701 1871762 1930971,42831 52239 1635785 211047 1464538 1695068 313929 322795 352774 944664 410937 1172774 492001 546496 648610 761022 831087 2036113 2251007
870945,1942949 1655992,1767228 63238 942621 1699143 186605 206536 244611 2121296 371125 399014 403667 1039042 450626 1454884 688676 1681325 2002714 864910 2142495 2158979 2162414 896913
2118359,69080 1774592,1377960 254565
2119379,49973 60287 90304 935561 1571677 1604559 985755 1237112 1479614 1974084 850002 2229308,510508
2119498,965542 233924 421761 1378730 1539946 1721258 1856894 2072428,939548 1627450
2121683,1049191 1743352 160925 1163364 1666108 299858 1771988 1906403 2013865 2206999 433850 1087527 461014 1273965 555406 576819 1400813 1639853 754972 1932888 1937611 2026125 870596,1439884 17626 1349808 161534 1003051 173413 1151973 2018486 380932 1015777 1143899 1226332 1274623 562655 1481986 674631 1990088 850429 854256 2084449 887913
2122212,1011743 46189 2098803 1031841 1280606 2228660 433459 1124615 1922929 1963001 1990232 2002976,1963001
2122991,1358270 254893 296892 934173 1141276 1346730 794074,2034276
875425,1173440 115478 1909134 1094811 1532803 1833127,1147615 1051765 1418684 1682204 2087918
2138263,39423 941557 1083749 587062,972128 153029 308365 1118569
881158,149935 1084355 1169380 227003 1562494 312148 1886845 2222921 2223144 1055265 1065378 500266 542200 1526314 640736 1612793 667915 1633862 676645 690893 794683 850365,60791 2005844 186475 1458643 255791 274844 1625665 276425 303235 328972 2107519 1458362 1508267 661241 706315 1815155 753009 769827 2017162 859438
2141761,954506 2194410 535881 1449075 1599530,1466519 1371047 1949055 811935
2157075,1681442 294828 989079 477992 1280293 1503839 1567297 718275 861266,1914713 541340
890079,1231788 1454972 1860150 386814 436237 523825 680639 1844400 772055 821216 843634 2250242,1025672 98020 954703 372964 973107 486200 1285222 667301 1744690 828069 2012435
2162219,1430972 248708 300023 1007858 1112127 1193878 502536 1335864 576098 1448560 642890 662039 845290 847394,687339 772989
894111,1210234,21469
894848,1772379 190632 425772 729333 1999623,421662 1416317 1521772
2176177,36730 84300 103134 1534755 1603194 1896938 330213 2239745 436945 1105456 593993 1527201 635334 1579201 1583713 1723028 1743473 1922564 2012162 882254 2233315 924059,47695 2151559 2233589 86145 86571 1808178 130396 1345679 244448 256298 293419 1941738 359891 361924 429198 1446820 1447205 1583245 1675297
898114,2058718 75006 1889404 321279 447798 474443 1172394 1263122 1268298 564409 748553 773604 783466 849667 909402,2175090 1759160 1908669 2191630 566301 1400086 697674 734803 2113632 927569
900090,1930297 375989,17233 129386
901873,5893 1815641 1474470 1917383 59973 1233550 1351092 1366529 140797 1383038 1417860 255619 1972403 2160357 381054 466520 1262561 1294373 1306078 1423703 1529217 1664069 1951150 2129505 2152814 898526,2139518 1995354 1130400 1313939 107465 1110171 1214691 1469319 255063 1606610 1692161 312348 433313 1190795 1253546 1301632 1335915 562304 1383290 1470717 624070 1530051 1531446 1613151 1660083 893354 896630 902195
902703,111668,1575555
2194073,97173 121903 2207540 1549797 1811010 964565 1499142 1570987 1764725 1782497 767603 1926867,1754444 2100478 1108304 261518 280837 283014 1718873 426382 1047959 545317 1692199 1729425 814281 2062347 867102
905819,1477747 1495144 1975165 24880 2176239 187777 1227313 1558912 1777340 1824806 1915540 2072267 2081433 383050 935489 1022478 1061674 464186 472284 1311399 1407369 586180 610094 1534070 1544767 1633604 1807849 768839 1872275 772253 1900688 787470 1966440 2055658 872230 2132604 2158539 928085,2030468 1217941 953792 1064351 1419423 1584683 1864973 788274 2001042 2246622
906703,2152590,2152590 1839383 515706 1907270 1970699
907091,124308 137008 1245534 1952041 360846 478412 1340962 1486517 1612333 1630220 687730 699282 1778131 1778428 2120965 873110 2226316,11934 1786325
2203312,1055806 408674 413314 1846700 765706 782067 789141 1966730 2248563,1635843
907889,61422 200055 219866 1700432 1171427 1194497 507394 1708491 1772988 1888669 904101,75568 1660758 331753 338196 384061 521459 684340 2125460
2206641,1499638 1628227 2161264 1690014 143166 1366155 457408 1151677 1224615 1415837 664662 667146 1683338 898466,16130 161307 335838
2207288,2256694 1691066 1045137 1165141 1310524 1448554 1605978 2102646 2246234 931159 966775 985997 1014266 459141 1146706 1165309 1255518 1289480 1397756 1433490 657445 669868 682055 1671999 693800 719267 1750022 757688 769037 1885829 793551 1938450 2055804 2084018 2105630 889830 2175304,2105630
2211962,2159587 996589 1983580 1214528 237589 1527018 261224 311989 1960160 1978075 2254003 1153048 551634 1338833 1526140 1582615 685488 1772632 741186 741241 830601 878830,67297 1481688 184480 187224 1147900 213886 215952 1407341 253221 1501178 2055468 355079 367290 391511 997755 449381 1266413 580265 1441396 1447930 1527731 631420 641525 1689150 714033 1947483 808171 816624 881707 2159288 901001 2258909
2213504,1750012 1899066 2093902 1612457 1761141 2015319 2075580 1028365 465638 1143180 1208768 1232383 1262507 1356826 1514413 1698730 722537 1853207 1922295 2015909 2088190 2113959 877203 910510,1241096 1436335 1372658 571893 613373 688097 851977 883115
2221928,234426 1040714,1426296 2086883
2228713,1962302 2087696 403583 434885 2066157 858216,1578025
2246380,981544 54131 1078410 132728 367089 1005027 482372 516151 523055 1790588 753136 1922657 2240705,14508 1946036 361147 949918 467062 1365741 713482 1825660 870222
2251236,2202063 1104511 198231 273583 1638616 346451 589738 1898132,855363
2260207,1808747 1330727 1346318 1486774 1638282 1806919 1820966 815613 2093461,40345 1867852 73203 1048379 1057070 1708608 132217 182631 265169 267569 1609459 1838685 337218 2055803 354674 2126042 2192071 390344 391784 988106 419801 425696 434754 1074929 1126800 474474 504159 534602 539425 1349931 1461363 622190 1535886 659887 1600969 1605496 673372 686172 690836 1878017 1963797 818866 2038444 2051213 2056485 2131200 886898 2205684 2214617
2263013,477362 1418573 1516426,402302
933554,1428340 1710846 193091 1358519 1679269 1950074 2018048 2069925 1218067 620205 633795 670615 1722617 719159 1871219 1935093 1940143 817995 2089965 2155446,1514709 1515629 1759954
2267630,13300 1423853 1976089 61590 1512194 118137 171372 1217131 1342661 1741596 1009581 1026657 546775 889407 892176 2257469,34220 1807829 153581 1385236 1438588 1534206 1603382 310510 1926527 2077015 2180958 940899 953127 398026 405320 1040197 1143732 1199052 1228480 1277647 1291016 1319312 1393996 1420750 1604991 1661546 686720 1676324 1742382 1749094 726981 1800848 1802287 1808301 756240 1970452 877325 878179 897855 907893
2267778,1031525,1371299 1571389 727900
2267955,1414920 53645 1516540 1661759 2177331 215427 1471217 345115 1025176 424246 1038670 1127069 484303 1250584 637952 709543 752895 811619 813606 815684 2017271 854051 916837 2255785,28823
2268047,1701367 20868 991711 1329953 380687 459741 707219 1894274 1914573 2030267 916804,1701367 991711 217826 1329953 1393015 380687 459741 1481974 1550779 707219 1894274 1914573 2030267 2126697 916804
2268158,1153302 956081 956081 988067 172203 1440992 269541 1620434 1663198 310604 1001781 482104 1354380 561985 1613985 2235498,956081 956081 956081
2274253,22049 1096038 98232 1990528 154033 983614 1017447 185938 1152548 199598 216344 1492237 1508036 1620015 1829735 1953583 2012260 342030 2056967 2241907 382850 385892 392753 956293 396796 973230 402585 1009069 427908 1139456 1214931 1310969 1328791 1363411 1386716 1513291 1594171 1701993 759653 767995 774658 775968 1885392 1956468 2055397 2185991 2186841 2218986,625887
936887,62716 1495684 323216 440050 1502523,1685088 161151 1032186 180994 1106113 274671 1820676 315172 2111606 377595 940628 390085 1275687 529256 616304 1548819 640948 1656268 2043282 2078971 2236382
2278636,1484792 971195 1060395 1406819 1806732 141588 161096 173798 1126448 1219669 230054 268257 1630762 1635468 1894584 341060 358483 1008049 418699 430468 1208333 534432 1362592 608339 1571921 1685930 704259 1766993 1798494 778791 843005 2066277,1958812
2285975,162153 373642 967471 1108098 1546911 665638 669474 673366 740867 801373 1957767 816848 2028851,15640 78087 1239169 1559189 1799735 1802003 132462 2057161 192840 206756 1287653 1326559 1411877 1860761 320347 2174136 975658 405368 423663 1049557 444441 1279138 1440965 1668925 698345 704225 1809171 1863131 2052892 855494 2118052 2241853
943778,1389638,2095791
